"ramName","ramPrice","ramScore"
"Crucial Technology BLS16G4D30BESB.16FD 16GB",100.2,17056
"Mushkin MR[A/B]280HHHH16G 16GB",NA,17054
"G Skill Intl F4-2400C17-8GNT 8GB",NA,17053
"G Skill Intl F4-2800C15-4GVRB 4GB",NA,17053
"Corsair CMW16GX4M2D3000C16 8GB",119,17052
"Corsair CMK32GX4M2Z2400C16 16GB",178.98,17050
"Samsung M371A2K43CB0-CTD 8GB",NA,17048
"G Skill Intl F4-3000C15-16GVS 16GB",NA,17046
"G Skill Intl F4-2400C15-16GFX 16GB",NA,17046
"Corsair CM4X16GE2933C19S2 16MB",NA,17041
"G Skill Intl F4-3333C16-16GTZ 16GB",NA,17041
"Kingston 9905734-018.A00G 16GB",NA,17040
"Patriot Memory (PDP Systems) PSD416G266681 16GB",NA,17039
"Kingston 99U5702-089.A00G 8GB",NA,17038
"Corsair CMD16GX4M2A2666C15 8GB",115.99,17035
"Crucial Technology CT16G4SFRA32A.C16FP 16GB",NA,17034
"V-Color Technology Inc. TL48G36S8KBNRGB18 8GB",NA,17034
"Wilk Elektronik S.A. GR2133D464L15/16G 16GB",NA,17034
"Corsair CMY8GX3M2B2133C11 4GB",305.98,17033
"Corsair CMK8GX4M2B3000C15 4GB",237.75,17032
"Corsair CMY16GX3M4A2133C8 4GB",NA,17032
"G Skill Intl F4-4266C19-16GTRS 16GB",NA,17031
"INTENSO GKE800UD102408-2133 8GB",NA,17028
"Essencore Limited KD4AGU88C-26N190A 16GB",NA,17026
"Daten Tecnologia LTDA DATEN 8G4D26 8GB",NA,17024
"Kingston LV26D4S9S8HJ-8 8GB",NA,17024
"Carry Technology Co. Ltd. U3A8G93-21G9KHAC00 8GB",NA,17023
"Avant Technology J642GU42J2320NQ 16GB",NA,17022
"Kingston KHX3000C15D4/4GX 4GB",NA,17021
"A-DATA Technology AO2P32NC8W1-BD3SHC 8GB",NA,17021
"Samsung M323R2GA3BB0-CQKOD 16GB",NA,17017
"A-DATA Technology AO2V48UC8W1-BHLS 8GB",NA,17015
"Crucial Technology BL51264RF160A.16FH 4GB",NA,17015
"Gloway International Co. Ltd. ABY4U3200E16082C 8GB",NA,17014
"A-DATA Technology AO1P32NCSV1-BEWS 16GB",NA,17012
"Patriot Memory (PDP Systems) 2666 C15 Series 4GB",NA,17011
"G Skill Intl F4-3333C16-8GTZKW 8GB",NA,17010
"Crucial Technology CT16G4SFD8266.M16FH 16GB",NA,17009
"Kingmax Semiconductor GLOH22F-28 16GB",NA,17008
"Shenzen Recadata Storage Technology  8GB",NA,17008
"Essencore Limited KD48GU881-26N190A 8GB",NA,17006
"Chun Well Technology Holding Limited CL16-18-18 D4-3000 16GB",NA,17004
"Corsair CMK64GX4M2A2666C16 32GB",239,17001
"Crucial Technology BLS8G4D26BFSE.16FBD2 8GB",NA,17000
"Crucial Technology BLS8G4D26BFSBK.8FBD 8GB",NA,17000
"Corsair CMSX8GX4M2A2400C16 4GB",65.99,16995
"Crucial Technology BLS4G4D240FSC.8FBD 4GB",NA,16994
"Corsair CMY8GX3M2A2666C11 4GB",152.99,16993
"Advantech Co Ltd SQR-SD4N8G2K6SNBCB 8GB",NA,16992
"Crucial Technology CT16G4DFS8266.C8FE 16GB",NA,16991
"Corsair CM4B8G1J3000K16W4 8GB",NA,16991
"Kingston HP32D4U8S8HD-8XR 8GB",NA,16990
"Avexir Technologies Corporation DDR4-3600 CL17 4GB 4GB",NA,16990
"G Skill Intl F4-3000C16-8GTRS 8GB",NA,16986
"Corsair CMK16GX4M4B3000C15 4GB",359.99,16986
"Silicon Power Computer & Communications SP016GBLFU266B02 16GB",NA,16985
"Chun Well Technology Holding Limited D4U0836180B 8GB",NA,16983
"Kingston 9905700-110.A00G 16GB",NA,16982
"Corsair CMSX16GX4M2A2933C19 8GB",NA,16982
"Kingston XRMWRN-MIE2 16GB",NA,16977
"Lexar Co Limited LD4S08G32C22ST 8GB",NA,16971
"Wilk Elektronik S.A. IRH2400D464L17S/8G 8GB",NA,16971
"Corsair CMD8GX4M2B3000C15 4GB",291.02,16971
"Micron Technology 16ATF4G64HZ-2G6B2 32GB",NA,16970
"Crucial Technology CT8G4DFS824A.M8FB 8GB",NA,16964
"Crucial Technology CT8G4SFRA32A.C16FG 8GB",19.99,16964
"Chun Well Technology Holding Limited CL22-22-22 D4-3200 16GB",NA,16963
"Kingston 9905700-097.A00G 8GB",NA,16963
"A-DATA Technology AD4S320038G22-B 8GB",NA,16962
"Crucial Technology CT8G4SFRA32A.M8FJ 8GB",NA,16962
"Team Group Inc. Dark-2133 4GB",NA,16962
"Team Group Inc. Xtreem-LV-2666 4GB",NA,16957
"Essencore Limited IMT41GU6MFR8Y-AB1 8GB",NA,16957
"Corsair CMT16GX4M2C3200C14 8GB",NA,16954
"Samsung M378A2K43BB1-CPB 16GB",109,16953
"Corsair CMY16GX3M4A2800C12 4GB",NA,16953
"Kingston HP32D4U8S8ME-8XR 8GB",NA,16951
"SanMax Technologies Inc. SMD4-U16G48HD-32AAF 16GB",NA,16951
"Hewlett-Packard 7EH67AA#ABB 8GB",NA,16950
"G Skill Intl F4-2666C19-32GNT 32GB",NA,16950
"G Skill Intl F3-12800CL7-4GBSR 4GB",NA,16948
"Lexar Co Limited LD4AU008G-H3200GST 8GB",NA,16946
"Wilk Elektronik S.A. GR2666D464L19/32G 32GB",NA,16945
"Crucial Technology CT8G4DFS8213.C8FDD1 8GB",NA,16942
"Crucial Technology CT32G4SFD832A.C16FB 32GB",197.63,16941
"Crucial Technology BL8G26C16U4W.8FD 8GB",NA,16937
"Kingston 9905743-140.A00G 8GB",NA,16937
"Kingston KHX2666C16/16G 16GB",NA,16937
"Zhejiang Dahua Memory Technology DDR-C300 16GB",NA,16936
"Corsair CMW128GX4M4Z3200C16 32GB",NA,16936
"A-DATA Technology AD4U320038G22-B 8GB",NA,16935
"Crucial Technology CT16G4DFD824A.M16FR 16GB",NA,16934
"Crucial Technology BL8G26C16U4B.8FD 8GB",NA,16934
"EXCELERAM EKBLACK4163216AD 8GB",NA,16932
"G Skill Intl F4-2666C19-8GNT 8GB",NA,16929
"Corsair CMK16GX4M1A2400C16 16GB",71.99,16929
"Crucial Technology BL8G30C15U4WL.M8FE1 8GB",NA,16929
"Crucial Technology CB8GU2666.C8JT 8GB",NA,16926
"Apacer Technology D22.2730CS.003 32GB",NA,16926
"Crucial Technology CT16G4DFD824A.M16FE 16GB",NA,16926
"Kingston 9905678-177.A00G 8GB",NA,16925
"G Skill Intl F3-2400C11D-16GXM 8GB",NA,16925
"Kingston 99U5713-013.A00G 4GB",NA,16924
"Kingston CBD32D4S2S1ME-8 8GB",NA,16923
"Kingston HP26D4U6D8ME-16X 16GB",NA,16923
"Dust Leopard DDR4-2400 C17 8GB 8GB",NA,16921
"Kingston HP32D4U8S8HC-8XR 8GB",NA,16917
"Kingston KHX2400C14S4/4G 4GB",NA,16916
"Crucial Technology CT8G4SFRA266.M16FG 8GB",NA,16914
"Micron Technology DDR4 4GB 2666MHz 4GB",NA,16913
"Micron Technology 16ATF2G64HZ-2G6E3 16GB",NA,16913
"Kingston HX421C14FB/8 8GB",NA,16911
"Corsair CMK32GX4M2B3466C16 16GB",764.01,16910
"Corsair CMK64GX4M2A2400C16 32GB",292.95,16908
"Kingston 9905734-022.A00G 16GB",NA,16908
"Crucial Technology BL8G30C15U4BL.M8FE 8GB",NA,16907
"Patriot Memory (PDP Systems) 2400 C14 Series 8GB",NA,16907
"Crucial Technology BLS16G4D26BFSE.16FE 16GB",NA,16907
"Kingston KHX2666C16/8G 8GB",NA,16907
"Corsair CMW32GX4M2A2666C16 16GB",183.95,16904
"G Skill Intl F4-2666C19-8GVK 8GB",NA,16903
"InnoDisk Corporation M4U0-8GSSKCSJ 8GB",NA,16901
"Apacer Technology AQD-D4U8GN26-SE 8GB",NA,16898
"G Skill Intl F4-2400C15-16GIS 16GB",NA,16897
"A-DATA Technology DDR3 2933 2OZ 4GB",NA,16897
"Corsair CMD16GX3M2A2666C12 8GB",222.99,16890
"Micron Technology V-GeN D4V16GL24A8R 16GB",NA,16889
"Avant Technology AVW642GU44K0480P00-BAA4 16GB",NA,16888
"Corsair CMT32GX4M2C3000C15 16GB",254.99,16887
"Mushkin 992121 (997121) 8GB",124.99,16887
"Corsair CMSX64GX4M4A2666C18 16GB",559.99,16886
"PNY Technologies, Inc. 16GU2X08QJLL42-12-K 16GB",NA,16883
"Wilk Elektronik S.A. GR3200S464L22S/8G 8GB",NA,16883
"G Skill Intl F4-3200C16-8GVR 8GB",NA,16881
"Apacer Technology 78.CAGPP.40C0B 8GB",NA,16881
"Kingston RB26D4U9D8MEH-16 16GB",NA,16879
"Corsair CMK16GX4M4C3200C16 4GB",399.99,16879
"Corsair CMW32GX4M2G4000C18 16GB",NA,16879
"Avexir Technologies Corporation DDR3-2666 CL11 4GB",NA,16879
"Kingston KF432S20IBK2/16 8GB",64.95,16878
"Crucial Technology CT16G4DFD8266.C16FP 16GB",NA,16878
"Corsair CMSX32GX4M2A3000C16 16GB",249.99,16877
"Crucial Technology BLS8G4D240FSB.16FBD2 8GB",NA,16877
"Crucial Technology CT16G4DFD824A.C16FDD 16GB",NA,16875
"Crucial Technology CT8G4DFD8213.M16FB 8GB",NA,16874
"Asgard VMA44UG-MEC1U2AW1 8GB",NA,16874
"Kingston KHX2400C12D4/16GX 16GB",NA,16869
"Corsair CM4X8GD3000C16K4D 8GB",NA,16867
"Transcend Information TX2400KLN-8GK 4GB",NA,16867
"Crucial Technology BLS8G4D26BFSEK.8FBD 8GB",NA,16866
"Crucial Technology CT16G4DFD824A.M16FA 16GB",NA,16865
"Crucial Technology CT16G4SFRA32A.C8FF 16GB",NA,16865
"Crucial Technology CT8G4DFS824A.M8FH 8GB",NA,16864
"Apacer Technology GD2.1542CS.001 8GB",NA,16863
"Crucial Technology CT8G4SFRA32A.C8FE 8GB",NA,16862
"G Skill Intl F4-3200C16-8GTZKY 8GB",NA,16855
"Micron Technology 16ATF4G64HZ-3G2B2 32GB",NA,16854
"Kingston 9905701-029.A00G 16GB",NA,16854
"Crucial Technology BLS4G4D240FSB.M8FADG 4GB",NA,16854
"Corsair CMSX16GX4M1A3200C22 16GB",65,16853
"Essencore Limited IM4AGU88N26-GIIHA0 16GB",NA,16852
"SanMax Technologies Inc. SMD4-U8G48HA-24RF 8GB",NA,16848
"G Skill Intl F4-2666C15-16GVR 16GB",NA,16844
"Essencore Limited IMT451U6MFR8Y-DC0 4GB",NA,16843
"SK Hynix MPPU4GB16008Chips 4GB",NA,16843
"Avexir Technologies Corporation DDR4-2666 CL15 4GB 4GB",NA,16842
"Kingston CBD32D4U2D8MJ-16 16GB",NA,16841
"Micron Technology 8ATF2G64HZ-3G2E1 16GB",NA,16841
"Kingston HP26D4U9D8ME-16X 16GB",NA,16841
"Crucial Technology BLS4G4D26BFSE.8FD2 4GB",NA,16840
"Crucial Technology BL32G32C16S4B.M16FB1 32GB",NA,16840
"Crucial Technology BLS8G4D26BFSC.16FD2 8GB",NA,16839
"Crucial Technology CT16G4SFRA266.C16FJ 16GB",50.99,16837
"Kingston KHX2400C15D4/4G 4GB",NA,16836
"Kingmax Semiconductor GLLF62F-C6---------- 4GB",NA,16835
"Corsair CMU32GX4M2A2666C16 16GB",113.95,16835
"Crucial Technology CT16G4SFRA32A.M16FE 16GB",NA,16834
"A-DATA Technology AM2P24HC8T1-BUSS 8GB",NA,16834
"AMD R748G2606U2S 8GB",NA,16834
"Crucial Technology BLS16G4D240FSB.16FD 16GB",NA,16833
"Crucial Technology CT16G4SFRA32A.C8FB 16GB",67.99,16832
"Corsair CMK16GX4M4B3333C16 4GB",NA,16831
"Kingston KHX2400C15D4/16GX 16GB",NA,16830
"Silicon Power Computer & Communications SP008GBSFU320B02 8GB",NA,16830
"Crucial Technology CT8G4SFRA32A.M8FRS 8GB",NA,16829
"Crucial Technology BLS8G4D26BFSC.16FBR2 8GB",NA,16828
"Essencore Limited KD48GU88C-26N1900 8GB",NA,16825
"SpecTek Incorporated 16G2666CL19 16GB",NA,16825
"A-DATA Technology DDR4 2800 2OZ 4GB",NA,16821
"Crucial Technology BLS16G4D26BFSE.16FBR 16GB",NA,16819
"Apacer Technology 78.CAGR4.40C0B 8GB",NA,16817
"Crucial Technology CT8G4DFS824A.M8FR 8GB",NA,16815
"Corsair CMK8GX4M2A2400C16 4GB",57.95,16815
"Micron Technology 16ATF4G64HZ-3G2E2 32GB",NA,16814
"Corsair CMY32GX3M4A2800C12 8GB",499.99,16814
"Micron Technology 9ASF1G72AZ-2G3B1 8GB",NA,16811
"Hewlett-Packard 7EH55AA# 8GB",NA,16810
"Samsung V-GeN D4S8GL30A8TX5 8GB",NA,16809
"Crucial Technology CB8GU2666.C8ET 8GB",NA,16803
"Crucial Technology CT8G4DFS832A.M8FJ 8GB",NA,16801
"Apacer Technology 78.D2GG7.AU30B 16GB",NA,16800
"Corsair CM4B16G2L2666A18K2 16GB",NA,16799
"Crucial Technology CT4G4DFS8266.C8FG 4GB",NA,16799
"Essencore Limited 8GBF1X08QFHH38-135-K 8GB",NA,16799
"Kingston MSI26D4S9S8HJ-8 8GB",NA,16796
"Samsung M471A1K43DB1-CWE 8GB",NA,16796
"Crucial Technology CT16G4SFD8266.C16FN 16GB",NA,16796
"Crucial Technology CT8G4DFS8266.C8FE 8GB",NA,16796
"Kingston KHX2400C15D4/8G 8GB",NA,16796
"Kingston ACR26D4U9D8ME-16 16GB",NA,16790
"Essencore Limited KD48GU881-26N190D 8GB",NA,16789
"Corsair CM4B8G2J2666A15D 8GB",NA,16787
"Samsung M391A4G43MB1-CTD 32GB",NA,16785
"Crucial Technology CT8G4DFRA266.C8FP 8GB",NA,16785
"Kingston 9905678-058.A00G 4GB",NA,16785
"EVGA 16G-D4-2400-MR 8GB",NA,16784
"Crucial Technology BLT16G4D26BFT4.C16FD 16GB",588,16784
"Corsair CMK8GX4M1A2666C16 8GB",36.95,16784
"Hynix Semiconductor (Hyundai Electronics) HMA81GS6JJR8N-VK 8GB",NA,16780
"Kingston KHX2933C17S4/16G 16GB",NA,16778
"SK Hynix HMA82GU6CJR8N-VK 16GB",NA,16776
"Avexir Technologies Corporation DDR3-2400 CL10 4GB",NA,16774
"Shenzhen Micro Innovation Industry MCRGB 3200 DDCD4III6 16GB",NA,16773
"Nanya Technology 16G3200CL16RGB 16GB",NA,16772
"Apacer Technology D12.2326BH.001 16GB",NA,16772
"Crucial Technology BLS16G4D240FSB.16FAD 16GB",65.99,16770
"Kingston 9905678-121.A00G 8GB",NA,16769
"Crucial Technology BLS4G4D26BFSC.8FB 4GB",14.99,16769
"Wilk Elektronik S.A. IRX3000D464L16S/4G 4GB",NA,16768
"Micron Technology 8ATF1G64AZ-3G2J1 8GB",NA,16766
"Crucial Technology CT8G4SFRA32A.C8FT 8GB",NA,16764
"Crucial Technology CT8G4DFS824A.C8FJ 8GB",NA,16763
"Corsair CMZ8GX3M2X2133C9 4GB",97.99,16763
"Chun Well Technology Holding Limited MD4U0832160BCW 8GB",NA,16762
"Essencore Limited KD48GS88C-26N1900 8GB",NA,16762
"Crucial Technology BLS4G4D240FSE.8FBD 4GB",18.99,16760
"Apacer Technology GD2.18299S.006 16GB",NA,16758
"Crucial Technology BLE4G4D26AFEA.8FBD 4GB",NA,16758
"Wilk Elektronik S.A. IR2400D464L15S/8G 8GB",NA,16757
"Crucial Technology CT8G4SFD824A.M16FE1 8GB",NA,16757
"Kingston KHX2400C15/16G 16GB",NA,16757
"Kingston 9905734-002.A00G 16GB",NA,16757
"Corsair CM4X8GF2400C14K4 8GB",NA,16755
"Corsair CM4X16GE2666C18S2 16GB",NA,16755
"Corsair CM4X8GF2666C16K8 8GB",NA,16752
"Micron Technology 16ATF2G64AZ-2G6H1 16GB",NA,16751
"PNY Technologies Inc 8GBF1X08LFHH35-12-K 8GB",NA,16749
"Crucial Technology CT8G4SFRA32A.M8FR 8GB",NA,16749
"V-Color Technology Inc. TN48G26S819-SB 8GB",NA,16748
"Corsair CMU16GX4M2A2400C16 8GB",NA,16747
"Apacer Technology D12.2324CS.001 8GB",NA,16745
"Kingston KHX2666C15/16GX 16GB",NA,16743
"Micron Technology DDR4 16GB 2666MHz 16GB",NA,16742
"Crucial Technology BLE4G4D26AFEA.8FAD 4GB",94.13,16740
"Thermaltake Technology Co Ltd R002D408GX2-2666C19D 8GB",77.95,16740
"Micron Technology M08GD16P1600C10 8GB",NA,16740
"Lexar Co Limited LD4AU008G-H2666GSC 8GB",NA,16739
"G Skill Intl F4-3200C16-4GVK 4GB",NA,16737
"Hewlett-Packard 7EH64AA#ABC 8GB",NA,16737
"SK Hynix HMA81GU7AFR8N-UH 8GB",NA,16736
"Corsair CMD16GX3M2A2666C11 8GB",249.99,16736
"Mushkin 992126R (997126R) 4GB",NA,16734
"Corsair CMK32GX4M4D3000C16 8GB",152.99,16733
"Crucial Technology CT4G4DFS8266.C8FB 4GB",14.99,16732
"Samsung M471A5244CB0-CWE 4GB",NA,16732
"Gloway International Co. Ltd. TYP4U3000E16082C 8GB",NA,16731
"SK Hynix HMA81GS6DJR8N-XN 8GB",NA,16729
"Crucial Technology CT8G4DFD824A.M16FF 8GB",NA,16729
"Patriot Memory (PDP Systems) PSD48G26662 8GB",NA,16728
"Corsair CMR32GX4M4C3000C16 8GB",764.4,16727
"Patriot Memory (PDP Systems) PSD44G266681 4GB",NA,16727
"Kingston 9905711-038.A00G 8GB",NA,16727
"Crucial Technology CT8G4SFS832A.C8FE 8GB",34.29,16727
"Apacer Technology D22.27289S.004 16GB",NA,16727
"Chun Well Technology Holding Limited D4U0826190B 8GB",NA,16726
"G Skill Intl F4-2400C15-8GVS 8GB",NA,16723
"Corsair CM4B16G1L3200K18K2 16GB",NA,16722
"Micron Technology 16ATF4G64HZ-3G2E1 32GB",NA,16721
"Corsair CMR32GX4M4C3600C18 8GB",649.99,16719
"Kingston HP32D4S2S1ME-4 4GB",NA,16718
"G Skill Intl F4-2933C14-16GTZRX 16GB",NA,16717
"Kinsotin KINSOTIN8GB2666MHZ 8GB",NA,16717
"Crucial Technology BLS4G4D240FSA.8FBD 4GB",NA,16715
"Kingston 9905678-042.A00G 8GB",NA,16714
"Corsair CMK16GX4M1A2666C16 16GB",73.99,16711
"Avexir Technologies Corporation DDR4-3200 C16 8GB 8GB",NA,16711
"Corsair CM4X8GE2400C16K4 8GB",NA,16711
"Mushkin 991829 (996829) 2GB",NA,16710
"Transcend Information JM2666HLB-8G 8GB",NA,16709
"Corsair CMK16GX4M2Z2400C16 8GB",95.98,16709
"Crucial Technology BLS4G4D240FSC.M8FADG 4GB",NA,16709
"Essencore Limited IM44GU48N26-GIIHA0 4GB",NA,16703
"Crucial Technology BLS4G4D26BFSB.8FBD2 4GB",36.97,16701
"G Skill Intl F4-2666C19-32GTRS 32GB",NA,16700
"SK Hynix HMCG66MEBUA084N 8GB",NA,16695
"Crucial Technology BLS8G4D240FSE.16FAR 8GB",87.32,16695
"G Skill Intl F4-2666C19-8GVR 8GB",NA,16695
"Golden Empire CL9-10-9DDR3-2200 2GB",NA,16695
"Crucial Technology CT16G4DFD8213.C16FBD 16GB",63.99,16694
"Corsair CM4X8GF2666Z16K4 8GB",NA,16691
"G Skill Intl F4-2400C16-8GFT 8GB",NA,16687
"Kingston KHX2400C15/8G 8GB",NA,16687
"Kingston KTP9W1-MIE 16GB",NA,16686
"Kingston HP32D4U8S8ME-8X 8GB",NA,16685
"Corsair CMK32GX4M4Z2933C16 8GB",167.99,16684
"Avant Technology J641GU42J7240N3 8GB",NA,16683
"SK Hynix HMA82GS7CJR8N-VK 16GB",NA,16681
"Kingston 9905702-014.A00G 8GB",NA,16681
"Crucial Technology BLT8G4D26AFTA.16FAD 8GB",39.99,16680
"Crucial Technology CT16G4DFD824A.M16FH 16GB",NA,16679
"Kingston X75V1H-MIE 32GB",NA,16679
"Kingston KF1866C10D3/8G 8GB",NA,16679
"Corsair CMR16GX4M2E4266C19 8GB",NA,16678
"Corsair CMD8GX3M2A2666C12 4GB",109.99,16678
"Kingston ACR32D4S2S1MF-8 8GB",NA,16677
"Kingston KHYXPX-MID 8GB",NA,16676
"Hoodisk Electronics Co Ltd GKE160SO102408-2666 16GB",NA,16676
"Corsair CMK32GX4M4B3600C16 8GB",NA,16676
"Crucial Technology CT8G4SFRA32A.C8FR 8GB",NA,16675
"Samsung M393A8G40AB2-CWE 64GB",NA,16675
"Corsair CMK16GX4M2A2666C16 8GB",69.99,16674
"Crucial Technology BLS4G4D240FSA.M8FADG 4GB",NA,16673
"Team Group Inc. TEAMGROUP-UD4-3466 8GB",NA,16672
"Mushkin 994084 4GB",149.99,16672
"Corsair CMK8GX4M2B3733C17 4GB",226.1,16671
"G Skill Intl F4-2933C16-16GTZRX 16GB",NA,16669
"Crucial Technology BLS4G4D26BFSB.8FE 4GB",NA,16669
"Team Group Inc. ZEUS-1600 4GB",NA,16668
"Kingston HX421C14FB2K2/16 8GB",NA,16666
"Avant Technology W642GU42J9266N8 16GB",NA,16665
"Corsair CMD16GX4M4B3200C16-R 4GB",NA,16664
"G Skill Intl F4-3000C15-8GRBB 8GB",NA,16664
"Crucial Technology CT8G4SFRA32A.M4FF 8GB",NA,16663
"Txrui HMT41GU6DFR8A-PB 8GB",NA,16663
"Corsair CMZ16GX3M4A2133C9 4GB",189.99,16663
"Kingston KY7N41-MID 8GB",NA,16661
"Corsair CMK128GX4M4A2400C16 32GB",888.98,16661
"Samsung M471A1G44CB0-CWE 8GB",NA,16660
"Corsair CMK64GX4M4C3200C16 16GB",499.99,16660
"Crucial Technology BL8G26C16U4R.8FD 8GB",NA,16658
"Wilk Elektronik S.A. IRH2666D464L19S/8G 8GB",NA,16655
"Crucial Technology CT8G4DFRA266.M8FJ 8GB",NA,16654
"Smart Modular SF4641G8CKHI6DFSEG 8GB",NA,16654
"PUSKILL DDR3 1600 8G 8GB",NA,16653
"Wilk Elektronik S.A. IRX2666D464L16/16G 16GB",NA,16652
"Corsair CMWX8GD3000C16W4D 8GB",NA,16651
"Corsair CMK8GX4M2A2133C13 4GB",79,16650
"AMD R744G2400U1S-UO 4GB",NA,16650
"Corsair CMV16GX4M1A2666C18 16GB",68.99,16649
"Kingston HP24D4U7S1MBP-4 4GB",NA,16648
"Corsair CMK32GX4M4B3200C14 8GB",284.99,16645
"Kingston 9965745-022.A00G 32GB",NA,16643
"G Skill Intl F4-2400C15-8GFX 8GB",NA,16643
"Corsair CMT4GX3M2A2133C9 2GB",NA,16639
"Crucial Technology CT8G4SFRA32A.C4FE 8GB",33.99,16638
"Kingston 9905790-079.A00G 16GB",NA,16637
"Crucial Technology CT25664BD160BJ.C4F 2GB",NA,16637
"Crucial Technology CT8G4SFRA32A.M4FEA 8GB",NA,16635
"Corsair CM4X8GC3200C16K2E 8GB",NA,16635
"Corsair CMW32GX4M4A2666C16 8GB",218.98,16634
"Vickter Electronics Co. Ltd. DDR4 16G 3200 16GB",NA,16633
"Kingston KHX2400C12D4/8GX 8GB",NA,16630
"G Skill Intl F4-3000C15-4GVSB 4GB",NA,16630
"A-DATA Technology AO1P32NC8W1-BDAS 8GB",NA,16629
"Nanya Technology NT8GA64D88CX3S-JR 8GB",NA,16629
"Corsair CMD8GX3M2A2400C11 4GB",81.99,16627
"Transcend Information TS512MLH64V4H 4GB",NA,16626
"Corsair CMD64GX4M4C3200C16 16GB",429.99,16625
"Corsair CMD32GX4M4A2666C16 8GB",671.25,16624
"Mushkin MB[A/B]4U240FFFF16G 16GB",239.99,16623
"Corsair CMR16GX4M2A2666C16 8GB",476.99,16621
"Corsair CM4X8GD3000C16K4 8GB",NA,16619
"A-DATA Technology AD4S3200J4G22-BHYD 4GB",NA,16618
"Corsair CMW16GX4M2Z4600C18 8GB",NA,16618
"AMD R9316G2401U2K 8GB",NA,16618
"Kllisre 8G 8GB",NA,16616
"Corsair CMK16GX4M4C3200C15 4GB",104.99,16616
"Avant Technology J641GU49J2320NE 8GB",NA,16615
"Avant Technology W641GU48J7240ND 8GB",NA,16614
"Kingston HX426C16FB2/8 8GB",NA,16613
"Gold Key Technology Co Ltd NMSO480E82-3200E 8GB",NA,16612
"Crucial Technology CT16G4DFRA266.C8FE 16GB",NA,16610
"A-DATA Technology AI1V56WC8W1-B1DS 8GB",NA,16608
"OCPC MMX3A2K16GD432C16 8GB",NA,16608
"V-Color Technology Inc. TL8G36818D-E6PRSWK 8GB",NA,16608
"G Skill Intl F4-2666C19-8GIS 8GB",NA,16608
"Corsair CM4X16GE2666C16K4 16GB",NA,16608
"Chun Well Technology Holding Limited CL16-18-18 D4-2666 8GB",NA,16606
"SK Hynix HMA851U6JJR6N-VK 4GB",NA,16606
"Apacer Technology 78.C1GMM.AUW0C 8GB",NA,16604
"SK Hynix HMA81GU6JJR8N-VK 8GB",NA,16603
"Kingston XRMWRN-MIE 16GB",NA,16603
"Lexar Co Limited LD4AU016G-H2666G 16GB",NA,16601
"Kingston 9905700-046.A00G 16GB",NA,16601
"Kingston LV48U40BS8MA-16FIM 16GB",NA,16600
"Crucial Technology BLE8G4D26AFEA.16FBD 8GB",NA,16600
"Silicon Power Computer & Communications SP016GBLFU240B02 16GB",NA,16599
"Kingston 9905713-030.A00G 8GB",NA,16599
"Crucial Technology CT16G4SFRA32A.M8FF 16GB",NA,16598
"G Skill Intl F4-2400C17-4GNT 4GB",NA,16597
"Advantech Co Ltd SQR-SD5I32G5K6SNPB 32GB",NA,16596
"Corsair CMR32GX4M4D3200C16 8GB",NA,16596
"Gold Key Technology Co Ltd GKE800SO102408-2666A 8GB",NA,16596
"Corsair CMK16GX4M2A2400C16 8GB",68.95,16592
"Corsair CMW32GX4M4E3200C16 8GB",NA,16592
"Crucial Technology CT32G4SFD8266.M16FB 32GB",NA,16590
"Essencore Limited IM4AGU88N24-FFFHA0 16GB",NA,16589
"Kingston X5H5PW-MIB 8GB",NA,16586
"G Skill Intl F4-3200C15-8GVR 8GB",NA,16583
"Corsair CMD16GX3M4A2933C12 4GB",289.99,16583
"Kingston 8ATF1G64AZ-2G1B1 8GB",NA,16582
"Chun Well Technology Holding Limited MD4U1632160DCW 16GB",NA,16581
"Crucial Technology BLS16G4D240FSE.16FBD 16GB",NA,16581
"Samsung M378A5143EB2-CRC 4GB",359.99,16579
"Essencore Limited KD48GU880-36A180T 8GB",NA,16579
"Corsair CMS5X32G2A56C48A2 32GB",NA,16578
"Apacer Technology D12.2326WH.001 16GB",NA,16575
"Kingston KHX2800C14D4/8GX 8GB",NA,16575
"Kingston HX421C14FB/4 4GB",NA,16574
"Samsung M378A1K43DB2-CTD 8GB",57.95,16574
"A-DATA Technology AO2P24HC8T1-BWBS 8GB",NA,16573
"Lexar Co Limited LD4AU008G-H2666G 8GB",NA,16573
"Corsair CMK32GX4M1A2666C16 32GB",NA,16572
"Neo Forza NMUD480E82-2666 8GB",NA,16571
"Samsung M471A2K43DB1-CWE 16GB",NA,16571
"G Skill Intl F4-2400C15-8GIS 8GB",NA,16570
"Smart Modular SF4641G8CK8I8HLSBG 8GB",NA,16569
"Kingston 9905701-143.A00G 16GB",NA,16568
"Chun Well Technology Holding Limited MD4U0836181BCW 8GB",NA,16568
"A-DATA Technology AO2P26KC8T1-BXGSHC 8GB",NA,16567
"G Skill Intl F4-2400C15-8GTZR 8GB",NA,16566
"Hynix Semiconductor (Hyundai Electronics) MPPU4GB16008Chips 4GB",NA,16566
"Micron Technology 8ATF1G64AZ-2G6J1 8GB",NA,16563
"Crucial Technology CT8G4DFS8266.C8FN 8GB",NA,16561
"Kingston KHX2133C14D4/8G 8GB",NA,16559
"G Skill Intl F4-2666C18-8GTZR 8GB",NA,16559
